sentence,start_time,end_time,label,certainty_score,sentiment_score
"It's a self-driving wolf, you know, for a lot of people that they're like their experience of Tesla autonomy is like if it's even a year old, if Steven two years old that it's like me except it's like meeting someone when they're like a toddler and thinking that they're going to be a toddler forever, but obviously not going to be a toddler forever, they grow up.",606.6,628.3,neutral,0.9994865655899048,0.0
"But your But if their last experience was like, oh FSD was a toddler?",628.3,633.0,neutral,0.9992413520812988,0.0
"It's like, well, it's growing up now.",633.3,634.4,positive,0.8269658088684082,0.8269658088684082
Have you seen it?,634.4,635.0,neutral,0.9957067370414734,0.0
It's like walks and talks and that's really what we've got and it's difficult to for people to understand this because human intuition is linear as opposed to what we're seeing is exponential progress.,635.0,649.7,negative,0.7498989105224609,-0.7498989105224609
So that's why my number one recommendation for anyone who doubts is simply try it.,649.7,657.7,neutral,0.9994379878044128,0.0
Have you tried it?,657.9,658.9,neutral,0.9956705570220947,0.0
"When's the last time you tried AI it and the only people who are skeptical, the only people who are skeptical all those who have not tried it.",658.9,666.6,neutral,0.9992311000823975,0.0
"So, you know, a car goes passenger car typically has only about 10 hours of utility per week out of 168.",669.6,677.3,neutral,0.9993252754211426,0.0
Very small percentage.,678.9,680.2,neutral,0.5628530979156494,0.0
"Once, the car is autonomous, my rough estimate is that it is.",681.1,685.4,neutral,0.9994300007820129,0.0
You is in use for at least a third of the hours per week.,685.4,687.9,neutral,0.9992414712905884,0.0
"So call it 50 baby 35 hours of the week and it can be used for both cargo delivery and pupils are very, so even that's a people are asleep, but your tool, you can deliver packages in the middle of the night or resupply restaurants or whatever the case may be, whatever people need at all.",688.2,707.4,neutral,0.9993864297866821,0.0
"Hours of the day or night, that same asset, the thing that effect that is these things that already exist with no incremental cost.",707.7,717.8,neutral,0.9994778037071228,0.0
Change just a software update now have five times or more utility than they currently have.,717.8,724.8,neutral,0.9935613870620728,0.0
I am I think this will be the largest asset value increase in human history.,726.6,734.7,positive,0.9982288479804993,0.9982288479804993
Maybe there's something bigger but I just don't know what it is.,734.8,737.4,neutral,0.9913138747215271,0.0
"And so people who look in the rearview mirror, all looking for past precedent, except I don't think there is one.",739.0,746.1,neutral,0.9995298385620117,0.0
"So, but, you know, the there, but the but the reality of autonomy is upon us and I repeat my advice.",746.8,757.5,neutral,0.9992693066596985,0.0
Try dragging the car.,758.8,759.8,negative,0.7781170606613159,-0.7781170606613159
I'll let it drive you.,760.9,761.9,neutral,0.9991075396537781,0.0
So now it works very well in the US but of course it will overtime work just as well everywhere else.,764.7,772.2,neutral,0.9993866682052612,0.0
Yeah.,775.6,775.9,neutral,0.9958522319793701,0.0
So we're working hard to grow our annual volumes.,780.1,784.1,positive,0.9983226656913757,0.9983226656913757
"I've been straight this, your current constraint is battery packs this year, but we were working on addressing that constraint and I think we will make progress in addressing that constraint and then things are really going to go ballistic next year and really Bliss again, 27 and 28.",786.8,807.0,positive,0.9981202483177185,0.9981202483177185
"So yeah, so a little bit more on AI on full self-driving.",807.4,816.1,neutral,0.9993507266044617,0.0
"Our Q4 Vehicle Safety report shows continued, year-over-year, improvements and safety for vehicles so that the safety Universe if somebody has supervised Put of driving to a non or not the Savior differences are gigantic.",816.1,829.7,positive,0.9979636669158936,0.9979636669158936
So when people see in the amounts of improvement with version 13 and with agrella versions and version 13 and then we're 14 is going to be yet another Step Beyond that.,829.9,845.6,positive,0.9837639331817627,0.9837639331817627
That is very significant.,845.6,846.7,positive,0.9941726326942444,0.9941726326942444
We launched the cortex training cluster at gigafactory Austin which was a significant contributor to FSD advancement.,846.9,854.6,positive,0.9981241822242737,0.9981241822242737
And we continue to invest in training infrastructure at a tip Texas headquarters.,855.8,859.0,positive,0.9981807470321655,0.9981807470321655
"So the training needs for Optimus her, Optimus humanoid robot or probably at least ultimately 10x what?",861.2,871.0,neutral,0.9994438290596008,0.0
What?,871.0,871.1,neutral,0.9982540011405945,0.0
"It's needed for the car, but at least you get to the full range of of useful roles.",871.1,877.6,neutral,0.9983468055725098,0.0
"You can say, like, if you how many different roles are, therefore, humanoid robot versus a car here, I drove out is has probably 1,000 times more uses and more complex things than in a car.",877.6,894.6,neutral,0.9994008541107178,0.0
"That doesn't mean that the training scales by 1000, but it's probably You know 10x that now you can do this progressively.",894.6,903.3,neutral,0.9993886947631836,0.0
So doesn't mean like or Tesla going to spend like five hundred billion dollars in training compute?,903.3,907.0,neutral,0.9994890689849854,0.0
Because we were obviously trained Optimus to do enough tasks to match the output of autonomous robots.,907.0,917.8,neutral,0.992649495601654,0.0
and obviously the cost of training is dropping dramatically with time so but it is it is Like is one of those things where I think long-term Optimus will be.,921.1,932.8,neutral,0.5735446810722351,0.0
"At what Optimus has the potential to be north of 10 trillion dollars in Revenue, like it's really bananas.",934.4,939.6,positive,0.8974681496620178,0.8974681496620178
"So that your cautiously forward, a lot of training computer in that situation.",943.0,945.6,neutral,0.9944814443588257,0.0
"In fact, even 500 billion dollars training computer in that situation will require your deal.",946.8,950.1,neutral,0.9994427561759949,0.0
Yeah.,954.1,954.5,neutral,0.9958522319793701,0.0
"The future is going to be incredibly different from the past, that's for sure.",956.8,960.9,neutral,0.9973406195640564,0.0
We live at this unbelievable infection point in human history.,961.6,965.0,negative,0.9988775849342346,-0.9988775849342346
"So Yeah, so in the proof, the proof is in the pudding.",966.4,973.9,neutral,0.9994518160820007,0.0
So we're going to be launching unsupervised.,974.3,978.1,neutral,0.9993299245834351,0.0
"Full self-driving, as a paid service in Austin in June so, If talk with the team, we feel confident in being able to do an initial launch of unsupervised.",978.3,996.5,positive,0.9980826377868652,0.9980826377868652
No one in the car.,996.5,997.3,neutral,0.9978274703025818,0.0
"Full self-driving in Austin, in June, we already have a Tesla.",997.4,1002.7,positive,0.996931791305542,0.996931791305542
"Has operating autonomously on two wires for so, driving at our Factory in Fremont and will soon be a free bird?",1002.7,1009.7,neutral,0.9993021488189697,0.0
"During that, at our Factory in Texas?",1010.1,1012.0,neutral,0.9976282715797424,0.0
"So thousands of cars every day are driving with no one in them and on Fremont, Factory in California, they will soon be during that and Austin and then elsewhere in the world for the rest of our factories, which is pretty cool.",1013.2,1029.2,neutral,0.9886437654495239,0.0
And the cars aren't just driving to exactly the same spot because obviously at all when it's light at the same spot hey the cars are actually programmed with with where with what Lane then you talked into to be picked up for delivery.,1029.2,1047.9,neutral,0.9995704293251038,0.0
"So they're drive from the factory End of Line to their specific to their destination, parking spot and and the foot could be picked up for delivery to customers.",1048.5,1062.3,neutral,0.999510645866394,0.0
"and then during this reliably, every day, thousands of times a day, It's pretty cool.",1064.2,1071.0,neutral,0.9974195957183838,0.0
Like said these are the Tesla will be in the wild was no one in them.,1072.6,1076.4,neutral,0.9993845224380493,0.0
"In June, in Austin.",1076.4,1078.9,neutral,0.994686484336853,0.0
So the what I'm saying is this is not some far-off mythical situation.,1081.0,1086.0,neutral,0.9995129108428955,0.0
"It's literally you know, five, six months away, five months away kind of thing.",1086.5,1092.9,neutral,0.9994450211524963,0.0
"And while we're stepping it to putting on toe, in the water, gently at first just to make sure everything's cool.",1095.3,1102.6,neutral,0.9988503456115723,0.0
"Our solution are at sort of our solution is a solution, is a generalized AI solution.",1104.9,1110.0,neutral,0.999530553817749,0.0
It is not does not require High Precision maps of locality so we're just want to be cautious.,1110.0,1117.7,neutral,0.9990882873535156,0.0
It's not that it doesn't work Beyond awesome.,1118.3,1120.1,neutral,0.9941306710243225,0.0
In fact it does we just want to be put a toe in the water?,1120.1,1123.6,neutral,0.9990849494934082,0.0
Make sure everything is okay.,1123.6,1125.1,neutral,0.9100640416145325,0.0
Then put a few more toes in the water.,1125.1,1128.0,neutral,0.9982466697692871,0.0
Then put a foot in the water.,1128.0,1129.4,neutral,0.9991117119789124,0.0
With safety of the general public as those in the car as our top priority.,1131.3,1137.0,positive,0.9966338276863098,0.9966338276863098
With what Optimus obviously.,1141.4,1144.5,neutral,0.9597426056861877,0.0
"I'm making, you know, these Revenue projections.",1144.5,1147.5,neutral,0.9995519518852234,0.0
"Predictions, that sound, absolutely insane.",1147.5,1149.1,neutral,0.9919359683990479,0.0
"I realize that but But they are, I think they will prove to be accurate.",1149.1,1156.7,positive,0.9845676422119141,0.9845676422119141
Yeah.,1161.0,1161.3,neutral,0.9958522319793701,0.0
"Now with Optimus, there's a lot of uncertainty on the exact timing because It's not like a train arriving at the station for Optimus.",1163.4,1173.1,negative,0.9977465271949768,-0.9977465271949768
"We are designing the train, and the station, and in real-time.",1173.1,1177.7,neutral,0.9990125894546509,0.0
"Well, also bullying the tracks.",1178.1,1179.8,negative,0.9970609545707703,-0.9970609545707703
"And, and so, they're like, why did portions are?",1179.8,1183.0,neutral,0.999127209186554,0.0
Why didn't the training?,1183.0,1183.9,negative,0.988482654094696,-0.988482654094696
Right?,1183.9,1184.1,neutral,0.9981926083564758,0.0
Exactly.,1184.1,1184.6,neutral,0.9928857684135437,0.0
At 12:05.,1184.6,1185.9,neutral,0.9992234706878662,0.0
Like we're literally designing the train and the track in the station in real time.,1185.9,1189.2,neutral,0.999407172203064,0.0
"While you're singing like how can we predict this thing with absolute Precision, some possible, you know, the the normal internal plan calls for roughly 10,000 Optimus robotaxi.",1189.2,1199.3,neutral,0.9995306730270386,0.0
Bus people.,1199.5,1199.8,neutral,0.99837327003479,0.0
"Here, what we succeed in building, 10 thousand, exactly.",1200.0,1202.9,neutral,0.9940226674079895,0.0
By the end of December of this year.,1202.9,1204.7,neutral,0.9988163709640503,0.0
Probably not.,1205.8,1206.4,negative,0.5542721748352051,-0.5542721748352051
"We, but I would, will we succeed in making several thousand?",1206.4,1209.9,negative,0.8051161170005798,-0.8051161170005798
"Yes, I think we will, will those several thousand Optimus robots, be doing useful things by the end of year?",1210.0,1216.2,positive,0.9483657479286194,0.9483657479286194
"Yes, I'm confident they will declare will do useful things.",1216.4,1218.9,positive,0.997386634349823,0.997386634349823
That those Optimus in use at the Tesla factories for production design.,1222.7,1229.1,neutral,0.99956876039505,0.0
"One will inform, how would we change for production site to which we expect to launch next year?",1229.1,1234.5,neutral,0.999492883682251,0.0
"And our goal is to rent property, Optimus production faster than maybe any things ever been ramped.",1234.5,1243.2,positive,0.9982231259346008,0.9982231259346008
Meaning like aspirationally an order of magnitude for a year.,1243.2,1249.8,neutral,0.9995883107185364,0.0
"Now, if we aspire to order magnitude brand for your past, we only end up with a half order of magnitude per year, but that's the kind of growth that we're talking about.",1251.1,1259.7,neutral,0.9975861310958862,0.0
"It doesn't take very many years before You know, we're making 100 million of these things a year.",1261.7,1268.6,neutral,0.9989481568336487,0.0
"If you go up by, let's say a factor it by 5x per year.",1271.0,1275.3,neutral,0.9988116025924683,0.0
Okay?,1277.4,1277.8,neutral,0.9936854243278503,0.0
"And say not 50%, five hundred percent So it goes like this.",1278.0,1288.3,neutral,0.9995495676994324,0.0
"Yeah, but we do need to be it.",1291.6,1293.6,neutral,0.9992251396179199,0.0
This is an entirely new supply chain is entirely new technology.,1293.6,1297.4,neutral,0.9994413256645203,0.0
There's nothing of the sellout show up to use.,1297.7,1299.6,neutral,0.9992817044258118,0.0
"We tried desperately it with Optimus to you to use any existing, Motors act, you know, any actuators sensors, nothing.",1300.1,1308.6,neutral,0.9490841031074524,0.0
"Nothing worked for a humanoid, robot, at any price, we had to design everything from from physics.",1308.6,1314.8,neutral,0.9995191097259521,0.0
"First principles to work for humanoid robot and with the most sophisticated, Hand that has ever been made before by far.",1314.8,1324.1,neutral,0.9994627833366394,0.0
And Optimus will be also like play the piano and and be able to thread a needle.,1327.6,1334.0,neutral,0.9992451667785645,0.0
And this is the level of precision.,1338.3,1340.0,neutral,0.9994463324546814,0.0
"No one has been able to achieve and so it's really something special, so Yeah, so and my friction long to mr. Optimus will be overwhelmingly the value of the company.",1340.0,1361.1,neutral,0.9970157146453857,0.0
Regarding energy backed up back to us.,1363.5,1365.9,negative,0.9901427030563354,-0.9901427030563354
It was deal on.,1368.9,1369.6,positive,0.9939642548561096,0.9939642548561096
Come back here for a minute.,1371.9,1372.8,neutral,0.9995713829994202,0.0
"Okay, back to us, storage is a big deal and will become.",1373.4,1379.3,neutral,0.9808042645454407,0.0
It's already.,1379.9,1380.6,neutral,0.998330295085907,0.0
"Super important will become incredibly important in future and and it is something that enables far greater energy output to the grid, then is currently possible.",1380.7,1391.6,positive,0.9660483002662659,0.9660483002662659
Because the grid the grid is that are the vast majority of the grid has no energy storage capability.,1392.6,1399.7,negative,0.9976853132247925,-0.9976853132247925
"So they have to design the power plants to beautiful very high peaks and assuming that there's no energy storage once you have grid grid, energy storage and home-based energy storage, the AI for total energy output per year of the greatest romantic be greater than people think.",1399.7,1416.3,neutral,0.9987146854400635,0.0
Maybe it's at least double.,1416.5,1418.2,neutral,0.9977037310600281,0.0
"This will drive the demand of stationary, battery packs, and Pigman, especially the grid scale ones to and insane basically as much demand as we can possibly make.",1419.9,1430.7,positive,0.9980878233909607,0.9980878233909607
So we have S Factory which is an AI Shang Hai that started operation and we're building a third Factory.,1432.8,1441.4,positive,0.9974104762077332,0.9974104762077332
So we're trying to wrap up put of the stationary battery storage as quickly as possible.,1441.4,1447.4,positive,0.997577965259552,0.997577965259552
Now the There is a challenge here where we have to be careful to that.,1448.0,1452.8,neutral,0.9888385534286499,0.0
"We're not robbing Tate robbing from one pocket to take to another pocket, because for a given vehicle, what hours per year?",1452.8,1458.7,neutral,0.9991674423217773,0.0
"Or about the sellout, put, we're still, does it go into stationary applications for mobile applications?",1458.7,1464.1,neutral,0.9992364645004272,0.0
"Again, go both is growth.",1464.6,1465.8,positive,0.997706413269043,0.997706413269043
So we have to make that trade-off.,1466.7,1468.1,neutral,0.9958477020263672,0.0
Yeah.,1472.9,1473.3,neutral,0.9958522319793701,0.0
"But overall, overall, the demand for total, GB h of batteries, whether mobile or stationary that will grow to in a very, very big way over time.",1476.4,1488.6,positive,0.997980535030365,0.997980535030365
"so in conclusion, 2025 really is a pivotal year for Tesla and and We'll look back on 2025 and the launch of unsupervised, full self-driving, true, real world, AI that, that actually works.",1492.1,1508.5,neutral,0.9990904331207275,0.0
The AI think they regarded as the biggest year in Tesla history.,1510.0,1512.7,positive,0.9981440305709839,0.9981440305709839
Maybe even bigger than a first car.,1514.6,1516.6,neutral,0.9977073669433594,0.0
The Roadster or the model.,1518.0,1520.3,neutral,0.9993801116943359,0.0
I saw the model 3 will model y.,1520.3,1522.1,neutral,0.9994860887527466,0.0
"The AI in fact, I think it probably will be viewed 25 as may be the most important year in Tesla has history.",1524.0,1528.6,neutral,0.9989060163497925,0.0
There is no company in the world that is as good at real world.,1531.8,1534.9,neutral,0.9224371314048767,0.0
AI is Tesla.,1534.9,1535.4,neutral,0.9994255304336548,0.0
I don't even know if he's in second place like you say like who's in second place for real world AI.,1537.2,1543.2,neutral,0.9989691972732544,0.0
"I would need a very big telescope to see them, that's how fall behind there.",1543.2,1546.6,neutral,0.9950836896896362,0.0
All right.,1550.1,1550.7,neutral,0.9975664615631104,0.0
"Okay, thank you very much.",1550.8,1552.8,neutral,0.9987035989761353,0.0
"You Lon and above have some opening remarks as well, yeah, I'll talk about things on Earth, but as you learn mention in Q4, we set record set by deliveries and energy storage.",1552.8,1563.4,positive,0.9899791479110718,0.9899791479110718
"Deployments in an uncertain, macro environment, we were able to grow Auto and energy storage volumes.",1563.4,1569.4,positive,0.9981355667114258,0.9981355667114258
But sequentially and year-over-year basis for this.,1569.4,1572.9,neutral,0.9996347427368164,0.0
I would like to thank the efforts of everyone at Tesla to make this a reality and our customers who helped us achieve this thing.,1572.9,1580.0,neutral,0.9995012283325195,0.0
Coming into the fourth quarter.,1581.0,1582.5,neutral,0.9992271661758423,0.0
Our Focus was to reduce inventory levels in the automotive business and we accomplished that by ending the quarter with the lowest finished good inventory in the last two years.,1582.5,1592.0,positive,0.9975062012672424,0.9975062012672424
This was a result of offering not only attractive financing options but also other discounts and programs which impacted ASP is while we saw Walling growth in almost all regions that we operate in.,1592.0,1604.6,positive,0.9976014494895935,0.9976014494895935
We hit a new record of four deliveries in the greater China Market.,1604.9,1608.8,positive,0.998128354549408,0.998128354549408
"This is an encouraging And since we grew volume in a highly competitive EV Market on the automotive margins front, we saw a quarter over quarter decline, primarily due to lower, ASP s. Then due to the recognition of FSD related Revenue in Q3 from feature.",1608.8,1626.5,negative,0.9969667792320251,-0.9969667792320251
"Releases our journey on cost reduction continues, and we were able to get our overall cost per car down below.",1626.5,1633.7,positive,0.998083233833313,0.998083233833313
Thirty five thousand dollars driven primarily by material cost.,1633.7,1637.3,negative,0.8268969058990479,-0.8268969058990479
"This was despite increased depreciation another cost as we prepare for the transition to the new model y, for which we recently started taking orders in all markets, all our factors will start producing the new model.",1638.3,1651.3,positive,0.6642429232597351,0.6642429232597351
Y all next month while we feel confident in our team's abilities to Ram production quickly note that it is an unprecedented change and we're not aware of anybody else.,1651.3,1661.8,neutral,0.6145909428596497,0.0
"Taking the best-selling car on the planet and updating all factories at the same time, Let's change our world won't result in several weeks of lost production in the quarter.",1661.8,1674.1,neutral,0.9847339987754822,0.0
As a result margins will be impacted due to idea.,1674.5,1677.7,negative,0.9964030981063843,-0.9964030981063843
"Capacity, another wrapped related costs as is common in any large, but will be overcome ASP production isn't We will be introducing several new products throughout 2025, we are still on track to launch a more affordable model in the first half of 2025 and will continue to expand on vinyl from there on a dollar-for-dollar basis.",1677.7,1698.8,positive,0.9965974688529968,0.9965974688529968
"We believe we have the most compelling lineup today compared to the industry and it will continue to get better from here, as always, all our products come with the best software industry autonomy features and capable of full autonomy in the future and despite the Pima Come experience.",1698.8,1716.2,positive,0.9983099699020386,0.9983099699020386
The total cost of ownership is close to mass Market Plus premium competitors.,1716.2,1720.5,positive,0.8338693976402283,0.8338693976402283
Energy storage.,1721.4,1723.0,neutral,0.985527753829956,0.0
"Deployments reached an all-time high in Q4 this and resulted in, but the client sequentially, this was a result of higher this.",1723.0,1734.4,positive,0.9975878000259399,0.9975878000259399
Sorry growth came from mega pack and power.,1734.4,1739.1,positive,0.9961179494857788,0.9961179494857788
Both businesses continue to be Supply constraint and like a long mention were trying to ramp up production with mega Factory Shanghai coming online this quarter on boy.,1739.1,1751.3,negative,0.9981397390365601,-0.9981397390365601
"Well, quarterly deployments will likely continue to fluctuate.",1751.9,1754.8,neutral,0.9529640674591064,0.0
Sequentially.,1754.8,1755.5,neutral,0.9944776296615601,0.0
We expect at least fifty percent growth in deployments here over here in 2025 gross profit and margins in the service.,1755.9,1763.1,positive,0.9981991648674011,0.9981991648674011
And other business was a hero.,1763.1,1765.5,positive,0.9924457669258118,0.9924457669258118
We have declined sequentially.,1765.5,1767.0,negative,0.9987561702728271,-0.9987561702728271
"This was the result of higher service, center costs, and lower profit from used car business.",1767.1,1772.6,negative,0.9985914826393127,-0.9985914826393127
"The businesses within service, another primarily support our new car business, especially through their impact on total cost of ownership.",1772.9,1779.9,neutral,0.9993021488189697,0.0
"For while I manage them to be positive on a gaap basis, we do not expect similar margins as the rest of the business.",1781.3,1787.0,negative,0.952026903629303,-0.952026903629303
"There's a lot of uncertainty around tariffs, over the years.",1787.0,1791.9,negative,0.9988552331924438,-0.9988552331924438
"We've tried to localize our supply chain and every Market, but we are still very reliant on parts from across the world for all our businesses.",1791.9,1799.7,neutral,0.9972148537635803,0.0
"Therefore the imposition of tariffs, which is very likely and any reciprocal City will have an impact on our business and profitability.",1800.2,1809.4,negative,0.9961087107658386,-0.9961087107658386
But operating expenses grew both year-over-year and sequentially.,1810.3,1814.1,negative,0.9982896447181702,-0.9982896447181702
The biggest driver of the increase was only as we continue to invest in AI related.,1814.1,1819.8,positive,0.8302478194236755,0.8302478194236755
Initiatives.,1819.8,1819.9,neutral,0.9954822063446045,0.0
Remaining increase came from growth in our sales capabilities and marketing efforts from referral program.,1819.9,1827.5,positive,0.9980878233909607,0.9980878233909607
"For 2025, we expect operating expenses to increase to support our growth initiatives.",1828.5,1833.6,neutral,0.7701398134231567,0.0
It is important to point out that the net income in Q4 was impacted by 600 million mark-to-market benefit from Bitcoin due to the adoption of a new accounting standard for digital assets.,1833.7,1845.6,positive,0.992463231086731,0.992463231086731
When we change will take Mark to Market adjustments through other income every reporting period going forward.,1845.6,1852.1,neutral,0.9996278285980225,0.0
"Our free cash flow for the quarter was two billion and despite capex increase of or 2.4 billion in 2024, we were able to generate free cash flow of 3.6 billion for the year capex.",1854.7,1866.5,positive,0.9960858821868896,0.9960858821868896
"Efficiency, efficiency is something we are extremely focused on while we have invested in AI related initiatives, we've done.",1866.5,1874.2,positive,0.997954249382019,0.997954249382019
"So in a very targeted manner to to utilize this pain, to get immediate benefits.",1874.2,1879.4,positive,0.9975205063819885,0.9975205063819885
The build-out of Cortex was accelerated because of the Roll.,1879.4,1883.9,positive,0.9941283464431763,0.9941283464431763
"Well, exit, actually, he'll accelerate the rule out of FSD we version 38, accumulative AI related capex, including infrastructure so far has been approximately 5 billion.",1884.5,1896.7,neutral,0.9542378783226013,0.0
"And for 2025, we expect our capex to be flat or any oldest here.",1896.7,1902.4,neutral,0.9920082092285156,0.0
"Basics in conclusion, you know, like Iman said, he'll be 25 is going to be a pivotal year for Tesla.",1902.4,1909.7,neutral,0.9987230896949768,0.0
"There are a lot of Investments that we have made and will continue to make it this coming year, which will set the pace for the next phase of growth.",1909.7,1919.0,positive,0.9974437952041626,0.9974437952041626
"And, you know, it is something which now I'm getting out all the fourth, it is going to be out of this world and we just playing putting the right foundation and that's all I have great.",1919.5,1933.3,positive,0.9917739033699036,0.9917739033699036
"Thanks very much, fiber.",1933.7,1934.6,neutral,0.9991980195045471,0.0
Now we will move over to investor questions coming.,1935.4,1938.2,neutral,0.9992697834968567,0.0
We'll start with say.com.,1938.2,1939.7,neutral,0.999589741230011,0.0
The first question is is unsupervised FSD still plaintiff?,1940.1,1944.3,neutral,0.9993574023246765,0.0
"In Texas and California this year, what hurls still exists to make that happen?",1944.5,1948.3,neutral,0.9957395792007446,0.0
You address the Texas piece I think already.,1949.2,1950.8,neutral,0.999464213848114,0.0
So yeah I'm confident that we will release unsupervised FSD in California this year as well.,1950.8,1957.1,positive,0.9974641799926758,0.9974641799926758
You know?,1957.1,1960.2,neutral,0.9957579970359802,0.0
Yeah.,1960.2,1960.9,neutral,0.9958522319793701,0.0
"That in fact, I think we will most likely release unsupervised FSD and many regions of the country of the US by the end of this year.",1960.9,1972.5,neutral,0.9584795236587524,0.0
"Like I said, we're just putting a toe in the water than few toes, then a foot then leg then, you know, make sure everything's cool and we're looking for safety level.",1973.9,1985.9,neutral,0.9986218214035034,0.0
"That is significantly above the average human driver, so it's not anywhere like much safe.",1985.9,1991.7,negative,0.9972532391548157,-0.9972532391548157
Or not like little bit safer than human way safer than human.,1991.7,1994.2,neutral,0.6093251705169678,0.0
"So the standard has to be very high because the moment there's any kind of, you know, accident with an autonomous car.",1995.8,2002.9,neutral,0.9991124272346497,0.0
"This immediately gets worldwide headlines, even though about 40,000 people die every year in car accidents in the US, and most of them don't even get a mentioned anywhere.",2004.0,2017.0,negative,0.7803995609283447,-0.7803995609283447
"But if somebody's great session with in the autonomous car, it's a headline news.",2018.4,2022.4,neutral,0.9974319338798523,0.0
We wonder what that yeah.,2022.6,2025.1,neutral,0.9986440539360046,0.0
So it's really from Mexico.,2028.1,2029.0,neutral,0.9992778897285461,0.0
The only thing holding us back is an excess of caution but people can suddenly get a feel for how well the car would perform.,2029.2,2035.4,neutral,0.9803327322006226,0.0
As unsupervised FSD by simply having car allowing the car to drive you around your city.,2035.8,2041.2,neutral,0.999567449092865,0.0
And see how many times did you have to get to be in love?,2041.2,2044.5,neutral,0.9994127750396729,0.0
Where you want you to be in all were a little concerned but how many times did you have to into being for or definite safety reasons and you will find that?,2044.5,2053.5,neutral,0.9990983009338379,0.0
That is currently very rare and AI over time.,2053.5,2057.4,neutral,0.9980589747428894,0.0
Almost never.,2057.6,2058.4,neutral,0.9957096576690674,0.0
Great.,2060.4,2060.8,positive,0.9974786639213562,0.9974786639213562
